id,source,ra,dec,parallax,pmra,pmdec,astrometric_pseudo_colour,lum_val,radial_velocity,duplicated_source
0,Gaia DR2 1112956662118876928,103.448563574998,71.0392504295414,2.00193513291935,-9.73391652640923,-15.855269953209,1.59463574527384,1.6049371,21.2865991629731,FALSE
1,Gaia DR2 1112722745317561472,99.6113933281747,71.0158916291852,1.06857751372216,2.33147109011102,0.236013783804443,1.51650157335463,5.826905,-13.2898637428684,FALSE
2,Gaia DR2 1112958384403640064,103.20115261287,71.1230548378332,6.70197820126911,46.3947167303121,14.5368850879284,1.75038775715122,0.24436818,-54.7713852448493,FALSE
3,Gaia DR2 1112775620658348928,97.2330092718006,71.1997267776244,0.6659318617924,0.00935391996196519,-1.25293931580381,1.50435441806069,22.95252,5.47637662748157,FALSE
4,Gaia DR2 1112670376779229312,100.787413036117,71.600969422587,1.19640948106671,-0.0048628913872677,-8.42843327182025,1.62058237879871,6.3207755,-11.1691247229076,FALSE
5,Gaia DR2 1112768993525531392,97.6064258587808,71.0035669921918,7.46326855441409,-32.5188990542291,-4.00589365310497,1.41287311505139,0.08589541,-45.6313265141725,FALSE
6,Gaia DR2 1112935054140565376,98.1734896963289,71.9033770026838,2.2366321013122,-3.50352664855867,-2.16326953990327,1.63278059117914,4.8417716,6.677419699441,FALSE
7,Gaia DR2 1112938318315708928,98.0339903483359,72.0200825207772,3.30724631264774,5.69019089350703,-16.4370102376565,1.60598356127035,1.0769588,56.3165402953435,FALSE
8,Gaia DR2 1112723088914943744,99.6458951503592,71.0361546099754,1.51063258215426,-10.0019504361254,1.20608686256011,1.50338671812039,13.191525,-71.7887922020312,FALSE
9,Gaia DR2 1112734530707823104,99.5527224279907,71.0445137637159,0.606413040737615,0.900049749168866,0.464068320110639,1.64019905484974,13.264857,-33.3833133340528,FALSE
10,Gaia DR2 1112736454853174400,99.3023868463837,71.1615297715361,2.57958021861405,-20.2435046628108,-32.285788423737,1.60154823657704,2.1584759,17.3778946168273,FALSE
11,Gaia DR2 1112937871639116160,97.9314642714781,72.0071370408242,2.7082443807524,9.28098627761029,-44.687627703743,1.62921876406618,1.5301211,10.5034929820266,FALSE
12,Gaia DR2 1112963087389950208,104.019824843804,71.2141295900689,2.49896215196542,4.03852052484928,-14.4677180576393,1.61524165501749,3.757067,12.3196134644279,FALSE
